cuda_device : 4
eos_m_token : EOS_M
beam_len_bonus : 0.5
mode : rl
m : TSD
prev_z_method : separate
dataset : usr
seed : 0
vocab_size : 8000
embedding_size : 50
hidden_size : 50
lr : 0.0001
lr_decay : 0.5
layer_num : 1
z_length : 16
max_ts : 50
early_stop_count : 5
cuda : True
degree_size : 1
split : (9, 1, 1)
root_dir : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user
model_path : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user/models/trainmodel.pkl
result_path : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user/results/trainmodel.csv
vocab_path : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user/vocab/vocab-trainmodel.pkl
data : /Users/ahmedlokma/Desktop/user-simulator-master/data/multiwoz-master/data/multi-woz/example2.json
entity : /Users/ahmedlokma/Desktop/user-simulator-master/data/multiwoz-master/data/multi-woz/example.json
db : /Users/ahmedlokma/Desktop/user-simulator-master/data/multiwoz-master/data/multi-woz/trainmodel.json
glove_path : ../sequicity/data/glove/glove.6B.50d.txt
batch_size : 32
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
spv_proportion : 100
new_vocab : True
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
2581,0,iran–iraq war,"george washington , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk>","iran , <unk>",when was the last time iran invaded another country?,when was the last time iran invaded another country ?,3,11,True
2765,0,aruban florin,"aruba , <unk> balboa , <unk> <unk> balboa , <unk> <unk> balboa , <unk> <unk> balboa","aruba , <unk>",what money do you use in aruba?,what money do you use in aruba ?,3,9,True
2806,0,clearwater air park,"clearwater florida , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk>","clearwater florida , <unk>",what airport do you fly into for clearwater florida?,what airport do you fly into for clearwater florida ?,4,11,True
2652,0,new york city,"selena gomez , <unk> , <unk> gomez , <unk> , <unk> gomez , <unk> , <unk>","theodore roosevelt , <unk>",where did theodore roosevelt live before he became president?,where did theodore roosevelt live before he became president ?,4,11,True
2805,0,sen. barack obama,"2009 , nobel peace prize , <unk> , <unk> , <unk> , <unk> , <unk> ,","obama , <unk>",what other political offices has obama been in?,what other political offices has obama been in ?,4,10,True
2800,0,legislative assistant,"john jackson , <unk> now , <unk> now , <unk> now , <unk> now , <unk>","senate , <unk>",what is the senate responsible for?,what is the senate responsible for ?,3,8,True
2766,0,"tarsus , mersin","george washington , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","paul , <unk>",where did apostle paul grow up?,where did apostle paul grow up ?,4,8,True
2619,0,"nepali language , standard tibetan , chinese language , baima language , tibetan languages","tibetan , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","tibetan , <unk>",what is tibetan language?,what is tibetan language ?,15,6,True
2750,0,"united states representative , united states secretary of state , president of the united states","woodrow wilson , <unk> <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","james madison , <unk>",what was james madison's job?,what was james madison 's job ?,16,8,True
2724,0,perth concert hall,"michael jackson , first , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","perth scotland , <unk>",what to do in perth scotland?,what to do in perth scotland ?,4,8,True
2827,0,"let me sign , never think","john jackson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","twilight , robert pattinson , <unk>",what music did robert pattinson do for twilight?,what music did robert pattinson do for twilight ?,7,10,True
2719,0,bucklebury,"luke , <unk> , <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk>","christmas , kate middleton , <unk>",where is kate middleton spending christmas?,where is kate middleton spending christmas ?,2,8,True
2770,0,tom thibodeau,"nikki reed , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","chicago bulls , <unk>",who is the chicago bulls head coach?,who is the chicago bulls head coach ?,3,9,True
2638,0,"black , white , cardinal","2011 , 2011 , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","arizona cardinals , <unk>",what color are the arizona cardinals uniforms?,what color are the arizona cardinals uniforms ?,6,9,True
2616,0,"mathematician , astronomer , scientist , physicist , astrologer","galileo , <unk> einstein , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk>","galileo galilei , <unk>",who is galileo galilei and what is he famous for?,who is galileo galilei and what is he famous for ?,10,12,True
2756,0,new south wales,"george washington , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","st helens park , <unk>",where is st helens park nsw?,where is st helens park nsw ?,4,8,True
2682,0,lyndon b. johnson,"michael jackson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","john f kennedy , <unk>",who was sworn into office when john f kennedy was assassinated?,who was sworn into office when john f kennedy was assassinated ?,4,13,True
2760,0,felipe calderón,"michael jackson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","right now 2011 , mexico , <unk>",who is mexico's president right now 2011?,who is mexico 's president right now 2011 ?,3,10,True
2786,0,bob marley mausoleum,"michael jackson , <unk> , <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> ,","bob marley , <unk>",where is bob marley grave?,where is bob marley grave ?,4,7,True
2635,0,"washington , d.c .","sam williams , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","george washington university , <unk>",what state is the george washington university in?,what state is the george washington university in ?,5,10,True
2829,0,russian ruble,"john jackson , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","russian , <unk>",what do you call russian currency?,what do you call russian currency ?,3,8,True
2582,0,"austria-hungary , kingdom of bulgaria , german empire","william shakespeare , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","ottoman , <unk>",what did the ottoman empire look like?,what did the ottoman empire look like ?,9,9,True
2715,0,morehouse college,"robert luther king , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","martin luther king jr. , <unk>",where did dr. martin luther king jr. go to school?,what undergraduate school did martin luther king jr. attend ?,3,11,True
2640,0,new york,"john howard , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","seneca indians , <unk>",where the seneca indians lived?,where the seneca indians lived ?,3,7,True
2717,0,super bowl iv,"ny , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","kansas city chiefs , <unk>",when was the last time the kansas city chiefs won a superbowl?,when was the last time the kansas city chiefs won a superbowl ?,4,14,True
2623,0,"parliamentary system , federation , constitutional monarchy","england , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","australia , <unk>",what form of government does australia?,what form of government does australia ?,8,8,True
2613,0,eurasia,"joseph of <unk> , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","russia , <unk>",what country is russia close to?,in which continent is russia ?,2,7,True
2777,0,analytical engine,"michael jackson , <unk> , <unk> , <unk> , <unk> now , <unk> , <unk> now","the 1800s , charles babbage , <unk>",what did charles babbage create in the 1800s?,what did charles babbage create in the 1800s ?,3,10,True
2653,0,1999,"john jackson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","year , tom brady , <unk>",what year was tom brady drafted?,what year was tom brady drafted ?,2,8,True
2780,0,"1992 nba finals , 1991 nba finals , 1997 nba finals , 1993 nba finals , 1998 nba finals , 1996 nba finals","years , detroit pistons , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","chicago bulls , <unk>",when is the last time chicago bulls won a championship?,when is the last time chicago bulls won a championship ?,24,12,True
2632,0,"boston celtics , miami heat , lsu tigers men 's basketball , los angeles lakers , orlando magic","new york , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","4 , shaq , <unk>",what teams did shaq play 4?,what teams did shaq play 4 ?,19,8,True
2614,0,"bytown museum , canada aviation and space museum , nepean museum , billings estate museum , canadian museum of contemporary photography , national gallery of canada , canada agriculture museum , canada science and technology museum , canadian ski museum , canadian museum of nature","canada , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","ottawa ontario , today , <unk>",what to do in ottawa ontario today?,what to do in ottawa ontario today ?,46,9,True
2767,0,"houaphan , salavan province , savannakhet province , bolikhamxai , phongsaly province , china , laos , khammouan , louangphabang province , attapu province","north africa , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","vietnam , <unk>",which countries share land border with vietnam?,which countries share land border with vietnam ?,25,9,True
2701,0,"arizona , utah , southwestern united states , navajo nation , california , new mexico","navajo river , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","navajo , <unk>",where did the navajo tribe live?,where did the navajo tribe live ?,16,8,True
2615,0,janesville,"luke , <unk> , <unk> now , <unk> <unk> , <unk> <unk> , <unk> <unk> ,","paul ryan , <unk>",where did paul ryan live?,where did paul ryan live ?,2,7,True
2812,0,"portland trail blazers , new york knicks , washington wizards , atlanta hawks , detroit pistons , boston celtics","new york , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","rasheed wallace , <unk>",what team rasheed wallace?,what team rasheed wallace ?,20,6,True
2645,0,latin language,"belgium , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","romans , <unk>",what language did ancient romans write in?,what language did ancient romans write in ?,3,9,True
2700,0,independence,"john jackson , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk>","sundays , <unk>",what time does independence center open on sundays?,what time does independence center open on sundays ?,2,10,True
2577,0,ithaca,"ithaca , <unk> <unk> , <unk> <unk> <unk> , <unk> <unk> <unk> , <unk> <unk> <unk>","cornell university , <unk>",where is located cornell university?,where is located cornell university ?,2,7,True
2790,0,roman dictator,"john jackson , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk>","caesar , <unk>",what is caesar augustus known for?,what is caesar augustus known for ?,3,8,True
2788,0,"united states of america , calloway county , kentucky","george washington , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","murray kentucky , <unk>",where is murray kentucky?,where is murray kentucky ?,10,6,True
2751,0,french language,"italy , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk>","france , <unk>",what language does people in france speak?,what language does people in france speak ?,3,9,True
2599,0,dallas,"sam iverson , <unk> now , <unk> now , <unk> now , <unk> now , <unk>","kennedy , <unk>",in which city was president kennedy killed?,in which city was president kennedy killed ?,2,9,True
2784,0,denver broncos,"sam iverson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","4 , peyton manning , <unk>",who does peyton manning play 4?,who does peyton manning play 4 ?,3,8,True
2576,0,juche,"north korea , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","north korea , <unk>",what form of government does north korea?,what form of government does north korea ?,2,9,True
2815,0,mary todd lincoln,"mary , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","abe lincoln , <unk>",what was abe lincoln's wife name?,what was abe lincoln 's wife name ?,4,9,True
2732,0,"romania , belarus , poland , moldova , slovakia , hungary , russia","russia , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","ukraine , <unk>",what countries and seas border ukraine?,what countries and seas border ukraine ?,14,8,True
2676,0,university of texas at el paso,"michael jordan , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","chuck hughes , <unk>",where did chef chuck hughes go to school?,where did chef chuck hughes go to school ?,7,10,True
2601,0,martin sheen,"martin , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","charlie sheen , <unk>",what is charlie sheen's dad's name?,what is charlie sheen 's dad 's name ?,3,10,True
2747,0,writer,"harriet luther , <unk> <unk> , <unk> <unk> , <unk> <unk> <unk> <unk> <unk> <unk> <unk>","arthur miller , <unk>",who might arthur miller think would?,who might arthur miller think would ?,2,8,True
2584,0,le mans,"michael jackson , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","tsonga , <unk>",where is tsonga born?,where is tsonga born ?,3,6,True
2694,0,1971,"john jackson , <unk> , <unk> now , <unk> now , <unk> now , <unk> now","nasdaq , <unk>",when does nasdaq start trading?,when does nasdaq start trading ?,2,7,True
2752,0,"babylonia , babylon","john jackson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","hammurabi , <unk>",where did hammurabi come from?,where did hammurabi come from ?,4,7,True
2684,0,2003,"year , first , first , <unk> , <unk> , <unk> , <unk> , <unk> ,","mcgee , <unk>",when did mcgee join the ncis team?,when did mcgee join the ncis team ?,2,9,True
2789,0,pacific time zone,"new york , <unk> , <unk> now , <unk> now , <unk> now , <unk> now","anaheim , <unk>",what time zone is anaheim ca?,what time zone is anaheim ca ?,4,8,True
2643,0,saint petersburg,"paul paul , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","mendeleev , <unk>",where did mendeleev died?,where did mendeleev died ?,3,6,True
2659,0,"swimming at the 2012 summer olympics – women 's 400 metre individual medley , swimming at the 2008 summer olympics - women 's 200 metre individual medley , swimming at the 2008 summer olympics - women 's 400 metre individual medley","years olympics , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","stephanie rice , <unk>",what events does stephanie rice compete in?,what events does stephanie rice compete in ?,42,9,True
2634,0,"andrew johnson , hannibal hamlin","michael jackson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","lincoln , <unk>",who was vice president under lincoln?,who was vice president under lincoln ?,6,8,True
2727,0,university of central florida,"whitney river , <unk> florida , <unk> florida , <unk> florida , <unk> florida , <unk>","tosh , <unk>",what college did tosh . o go to?,what college did tosh . o go to ?,5,10,True
2811,0,"tennessee agricultural museum , parthenon , hotel halbrook railroad & local history museum , warner parks , cheekwood botanical garden and museum of art , the hermitage , nashville film festival , country music hall of fame and museum , tennessee state museum , centennial park ( nashville )","tennessee , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","nashville , <unk>",where to go in downtown nashville tn?,where to go in downtown nashville tn ?,50,9,True
2742,0,odin,"michael jackson , <unk> now , <unk> now , <unk> now , <unk> now , <unk>","pagans , <unk>",who do pagans believe is god?,who do pagans believe is god ?,2,8,True
2775,0,anthony stewart head,"2011 , current , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","giles , <unk>",who plays giles in buffy the vampire slayer?,who plays giles in buffy the vampire slayer ?,4,10,True
2636,0,miami university,"miami , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","paul ryan , <unk>",where did paul ryan attend college?,where did paul ryan attend college ?,3,8,True
2658,0,asia,"kurdish , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","syria , <unk>",what continent is syria located in?,what continent is syria located in ?,2,8,True
2723,0,"atlantic ocean , east prussia , pomeranian voivodeship - ii rp , free city of danzig , second polish republic , north german plain","south africa , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","baltic , <unk>",which countries border the baltic sea?,which countries border the baltic sea ?,25,8,True
2695,0,jim henson,"john jackson , <unk> now , <unk> now , <unk> now , <unk> now , <unk>","kermit , <unk>",who plays kermit in the muppets movie?,who plays kermit in the muppets movie ?,3,9,True
2808,0,"jozef israëls , paul cézanne , anton mauve , peter paul rubens , jean-françois millet , willem roelofs , eugène delacroix , claude monet , rembrandt","vincent van gogh , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> ,","van gogh , <unk>",what inspired van gogh work?,what inspired van gogh work ?,27,7,True
2753,0,jenny shircore,"john jackson , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","elizabeth hair , <unk>",who does queen elizabeth hair?,who does queen elizabeth hair ?,3,7,True
2699,0,1901,"luke , <unk> , <unk> , <unk> , <unk> , <unk> <unk> , <unk> <unk> ,","year , new york yankees , <unk>",what year were the new york yankees established?,what year were the new york yankees established ?,2,10,True
2585,0,lihue,"john jackson , <unk> now , <unk> now , <unk> now , <unk> now , <unk>","bethany hamilton , <unk>",what island is bethany hamilton from?,what island is bethany hamilton from ?,2,8,True
2818,0,1992–93 nba season,"year , michael jordan , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","maria theresa , <unk>",when did shaq come to the nba?,when did shaq come to the nba ?,4,9,True
2737,0,detective,"john jackson , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","sherlock holmes , <unk>",what was sherlock holmes famous for?,what was sherlock holmes famous for ?,2,8,True
2720,0,"knowing , triangle , the hunger games , the expendables 2 , the last song , timeless , empire state , the hunger games : catching fire , arabian nights , love and honor","taylor lautner , <unk> <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","liam hemsworth , <unk>",what other movies has liam hemsworth?,what other movies has liam hemsworth ?,35,8,True
2748,0,lawyer,"louis jefferson , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","atticus finch , <unk>",what did atticus finch do?,what did atticus finch do ?,2,7,True
2588,0,gymnast,"michael jackson , <unk> , <unk> now , <unk> now , <unk> now , <unk> now","shawn johnson , <unk>",what does shawn johnson do?,what does shawn johnson do ?,2,7,True
2661,0,"st. helen , wilmette , los angeles , evanston","san francisco , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","charlton heston , <unk>",where did charlton heston live?,where did charlton heston live ?,10,7,True
2654,0,independent,"john jordan , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","bloomberg , <unk>",what party is bloomberg affiliated with?,what party is bloomberg affiliated with ?,2,8,True
2830,0,adelaide,"john jackson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","donald bradman , <unk>",where did sir donald bradman live?,where did sir donald bradman live ?,2,8,True
2711,0,samuel gompers,"michael jackson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","1886 , american federation of labor afl , <unk>",who founded the american federation of labor afl in 1886?,who founded the american federation of labor afl in 1886 ?,3,12,True
2647,0,"fisherman 's wharf , golden gate park , coit tower , presidio of san francisco , crissy field , san francisco ferry building , alcatraz island , baker beach , lombard street , golden gate bridge","san francisco , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","san francisco , <unk>",what to do downtown san francisco?,what to do downtown san francisco ?,37,8,True
2666,0,telephone,"john jackson , <unk> now , <unk> now , <unk> now , <unk> now , <unk>","alexander graham bell , <unk>",what was alexander graham bell known for?,what was alexander graham bell known for ?,2,9,True
2655,0,"tarsus , mersin","john jackson , <unk> now , <unk> now , <unk> now , <unk> now , <unk>","paul , <unk>",where was saint paul from?,where was saint paul from ?,4,7,True
2832,0,allies of world war ii,"george washington , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk>","russian , 1998 , <unk>",what caused the russian financial crisis of 1998?,what caused the russian financial crisis of 1998 ?,6,10,True
2625,0,kingdom of great britain,"henry washington , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","james cook , <unk>",which country did james cook sailed for?,which country did james cook sailed for ?,5,9,True
2743,0,bifocals,"john jackson , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","one , benjamin franklin , <unk>",what was one thing benjamin franklin is famous for?,what was one thing benjamin franklin is famous for ?,2,11,True
2809,0,"texas , fort bend county","john washington , <unk> california , <unk> <unk> , <unk> <unk> california , <unk> <unk> ,","fresno texas , <unk>",where is fresno texas located?,where is fresno texas located ?,6,7,True
2583,0,shelly wright,"nikki reed , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","jeff probst , <unk>",who is jeff probst ex wife?,who is jeff probst ex wife ?,3,8,True
2797,0,"angola , côte d ’ ivoire , central african republic , burkina faso , djibouti , congo , burundi , botswana , cape verde , benin","south africa , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","african , <unk>",what are the african nations?,what are the african nations ?,27,7,True
2792,0,2003 world series,"year , world series , first , <unk> , <unk> giants , <unk> , <unk> ,","year , 2nd , florida marlins , <unk>",what year did the florida marlins win their 2nd world series title?,what year did the florida marlins win their 2nd world series title ?,4,14,True
2722,0,2011,"year , first , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","bradley cooper , <unk>",when did bradley cooper's dad die?,when did bradley cooper 's dad die ?,2,9,True
2714,0,philadelphia eagles,"terrell owens , <unk> <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","hank baskett , 2010 , <unk>",what team is hank baskett playing for in 2010?,what team is hank baskett playing for in 2010 ?,3,11,True
2649,0,judaism,"israel , <unk> <unk> , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","jesus christ , <unk>",what religion did jesus christ follow?,what religion did jesus christ follow ?,2,8,True
2758,0,"university of california , los angeles , university of houston , brooklyn college , columbia university school of the arts , rhode island school of design , warren wilson college , yale university , tisch school of the arts , palo alto high school","jack washington , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","james franco , <unk>",where did james franco study acting?,where did james franco study acting ?,45,8,True
2810,0,"breast cancer , myelodysplastic syndrome","larry jackson , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","robin roberts , <unk>",what is wrong with robin roberts?,what is wrong with robin roberts ?,6,8,True
2793,0,gibson les paul,"alf , <unk> , <unk> paul , <unk> , <unk> , <unk> , <unk> , <unk>","duane allman , <unk>",what guitar does duane allman play?,what guitar does duane allman play ?,4,8,True
2728,0,jared padalecki,"michael jackson , <unk> now , <unk> now , <unk> now , <unk> now , <unk>","sam , <unk>",who plays sam in anger management?,who plays sam in anger management ?,3,8,True
2726,0,"double hull , viola organista","jamaica , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk>","leonardo da vinci , <unk>",what were some inventions of leonardo da vinci?,what were some inventions of leonardo da vinci ?,6,10,True
2782,0,atlanta,"dwight howard , <unk> <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","luther king , <unk>",where was dr luther king jr born?,where was dr luther king jr born ?,2,9,True
2595,0,"constitutional republic , multi-party system , federal republic , democracy , parliamentary republic","south africa , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","germany , <unk>",what type of government germany have?,what type of government germany have ?,14,8,True
2642,0,harlem renaissance dialogues ( part 1 ) : living and writing black history,"harlem , <unk> , <unk> , <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk>","harlem , <unk>",what did the harlem renaissance created?,what did the harlem renaissance created ?,14,8,True
2745,0,juan manuel santos,"michael jackson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","2011 , colombia , current , <unk>",who is the current president of colombia 2011?,who is the current president of colombia 2011 ?,4,10,True
2664,0,"seaworld orlando , orlando science center , cornell fine arts museum , charles hosmer morse museum of american art , universal studios florida , orlando museum of art , harry p. leu gardens , arboretum of the university of central florida , holy land experience , universal orlando","orlando , <unk> florida , <unk> florida , <unk> florida , <unk> florida , <unk> florida","orlando florida , <unk>",where to visit in orlando florida?,where to visit in orlando florida ?,49,8,True
2763,0,pinus palustris,"nikki griffin , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","alabama , <unk>",what is the name of the alabama state tree?,what is the name of the alabama state tree ?,3,11,True
2646,0,sport club internacional,"michael jackson , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk>","diego forlan , currently , <unk>",what team does diego forlan currently play for?,what team does diego forlan currently play for ?,4,10,True
2691,0,normandy,"luke , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","france , <unk>",where did the allied invasion of france take place?,where did the allied invasion of france take place ?,2,11,True
2677,0,"the invasion of canada , the great little madison , american compact : james madison and the problem of founding , the war of 1812 , james madison : writings , james madison : the american presidents , james madison and the creation of the american republic , the life of james madison , sailor of fortune , the flag maker","james madison , <unk> <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","james madison , <unk>",what did james madison wrote?,what did james madison wrote ?,62,7,True
2781,0,pamphleteer,"john jackson , <unk> , <unk> , <unk> <unk> , <unk> <unk> , <unk> <unk> ,","jonathan swift , <unk>",what is jonathan swift famous for?,what is jonathan swift famous for ?,2,8,True
2749,0,pancreatic cancer,"audrey hepburn , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","patrick swayze , <unk>",what type of cancer did patrick swayze die from?,what type of cancer did patrick swayze die from ?,3,11,True
2596,0,"jed 's maple , karmê chöling , vermont icelandic horse farm , cold hollow cider mill , down to earth worm farm of vermont , mount mansfield , ben & jerry 's waterbury factory , spider web farm , weathered barn doll museum , vermont state house","robert howard , <unk> <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","montpelier , <unk>",what is there to do in montpelier vt?,what is there to do in montpelier vt ?,48,10,True
2578,0,"tunisia , eritrea , saudi arabia , comoros","uk , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> , <unk> ,","arabic , <unk>",who speaks arabic language?,who speaks arabic language ?,9,6,True
2783,0,france,"germany , <unk> de <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","french , <unk>",where french revolution?,where french revolution ?,2,5,True
