cuda_device : 4
eos_m_token : EOS_M
beam_len_bonus : 0.5
mode : train
m : TSD
prev_z_method : separate
dataset : usr
seed : 0
vocab_size : 8000
embedding_size : 50
hidden_size : 50
lr : 0.003
lr_decay : 0.5
layer_num : 1
z_length : 16
max_ts : 50
early_stop_count : 5
cuda : True
degree_size : 1
split : (3, 1, 1)
root_dir : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user
model_path : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user/models/wed300000.pkl
result_path : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user/results/wed300000.csv
vocab_path : /Users/ahmedlokma/Desktop/user-simulator-master/sequicity_user/vocab/wed300000.pkl
data : /Users/ahmedlokma/Desktop/user-simulator-master/data/multiwoz-master/data/multi-woz/Guc_Dataset_Dialogue_act22.json
entity : /Users/ahmedlokma/Desktop/user-simulator-master/data/multiwoz-master/data/multi-woz/Guc_Dataset_Entity_Sorted22.json
db : /Users/ahmedlokma/Desktop/user-simulator-master/data/multiwoz-master/data/multi-woz/Guc_Dataset22.json
glove_path : ../sequicity/data/glove/glove.6B.50d.txt
batch_size : 32
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
spv_proportion : 100
new_vocab : True
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
72,0,aaaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,tutorials i can skip in summer <unk> <unk>,How many tutorials I can skip in summer?,how many tutorials i can skip in summer ?,2,10,True
25,0,aaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,gpa grade calculated <unk> <unk>,How is the gpa grade calculated?,how is the gpa grade calculated ?,2,8,True
57,0,aaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,advising <unk> <unk>,What is advising?,what is advising ?,2,5,True
74,0,aaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,attendance calculated in summer <unk> <unk>,how is the attendance calculated in summer?,how is the attendance calculated in summer ?,2,9,True
89,0,aaaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,apply for berlin semester abroad <unk> <unk>,Where to apply for Berlin semester abroad?,where to apply for berlin semester abroad ?,2,9,True
38,0,aaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,internships <unk> <unk>,What is the internships duration needed from a pharmacy student?,what is the internships duration needed from a pharmacy student ?,2,12,True
32,0,aaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,internships <unk> <unk>,Are internships obligatory for all faculties ?,are internships obligatory for all faculties ?,2,8,True
91,0,aaaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,guc attendance policy <unk> <unk>,What is the guc attendance policy?,what is the guc attendance policy ?,2,8,True
92,0,aaaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,absences i can have <unk> <unk>,What many absences I can have?,what many absences i can have ?,2,8,True
93,0,aaaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,tutorials i can miss in a semester <unk> <unk>,How many tutorials I can miss in a semester?,how many tutorials i can miss in a semester ?,2,11,True
79,0,aaaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,apply for a course in summer <unk> <unk>,How to apply for a course in summer?,how to apply for a course in summer ?,2,10,True
51,0,aaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,study for an exam <unk> <unk>,How to study for an exam?,how to study for an exam ?,2,8,True
43,0,aaa,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,submit the internship report <unk> <unk>,Where to submit the internship report?,where to submit the internship report ?,2,8,True
